Date,Joueurs,Mise,P-R1,W-R1,P-R2,W-R2,P-R3,W-R3,P-R4,W-R4,P-R5,W-R5,P-R6,W-R6,grilles,pay1,pay2,pay3,pay4,pay5,pay6,payout
2026-05-04,73657.0,367535.0,0.0,0.0,0.0,0.0,6.0,573.4,357.0,37.9,4573.0,5.7,26241.0,2.5,147014,0.0,0.0,3440.3999999999996,13530.3,26066.100000000002,65602.5,108639.3
2026-05-07,84935.0,434622.5,0.0,0.0,0.0,0.0,7.0,474.3,346.0,34.6,5149.0,5.1,30856.0,2.5,173849,0.0,0.0,3320.1,11971.6,26259.899999999998,77140.0,118691.6
2026-05-11,79695.0,403072.5,0.0,0.0,0.0,0.0,7.0,555.9,327.0,38.7,4846.0,5.5,28960.0,2.5,161229,0.0,0.0,3891.2999999999997,12654.900000000001,26653.0,72400.0,115599.2
2026-05-14,72239.0,360935.0,0.0,0.0,0.0,0.0,20.0,224.2,501.0,17.4,5903.0,3.0,28577.0,2.5,144374,0.0,0.0,4484.0,8717.4,17709.0,71442.5,102352.9
2026-05-18,78832.0,400630.0,0.0,0.0,0.0,0.0,5.0,515.1,329.0,32.6,5189.0,4.5,30176.0,2.5,160252,0.0,0.0,2575.5,10725.4,23350.5,75440.0,112091.4
2026-05-21,74736.0,378032.5,0.0,0.0,1.0,120000.0,10.0,498.6,283.0,41.4,4482.0,5.7,26636.0,2.5,151213,0.0,120000.0,4986.0,11716.199999999999,25547.4,66590.0,228839.6
2026-05-25,72367.0,361877.5,0.0,0.0,0.0,0.0,16.0,285.7,397.0,25.6,5017.0,4.1,27092.0,2.5,144751,0.0,0.0,4571.2,10163.2,20569.699999999997,67730.0,103034.1
2026-05-28,78159.0,400167.5,0.0,0.0,0.0,0.0,6.0,499.2,320.0,34.7,4916.0,4.8,28769.0,2.5,160067,0.0,0.0,2995.2,11104.0,23596.8,71922.5,109618.5
2026-06-01,80924.0,415000.0,0.0,0.0,0.0,0.0,9.0,616.2,372.0,37.9,4755.0,5.9,28757.0,2.5,166000,0.0,0.0,5545.8,14098.8,28054.5,71892.5,119591.6
2026-06-04,82419.0,420622.5,0.0,0.0,0.0,0.0,12.0,473.9,321.0,37.9,4887.0,5.4,29314.0,2.5,168249,0.0,0.0,5686.799999999999,12165.9,26389.800000000003,73285.0,117527.5
2026-06-08,86233.0,438122.5,0.0,0.0,0.0,0.0,8.0,482.8,377.0,34.2,5655.0,4.9,31971.0,2.5,175249,0.0,0.0,3862.4,12893.400000000001,27709.500000000004,79927.5,124392.8
2026-06-11,84236.0,430892.5,0.0,0.0,0.0,0.0,8.0,562.8,334.0,38.5,4969.0,5.5,29892.0,2.5,172357,0.0,0.0,4502.4,12859.0,27329.5,74730.0,119420.9
2026-06-15,78838.0,398535.0,0.0,0.0,0.0,0.0,7.0,464.7,357.0,32.5,5021.0,4.8,29579.0,2.5,159414,0.0,0.0,3252.9,11602.5,24100.8,73947.5,112903.7
2026-06-18,72849.0,368585.0,0.0,0.0,0.0,0.0,5.0,523.3,350.0,32.1,4932.0,4.6,28427.0,2.5,147434,0.0,0.0,2616.5,11235.0,22687.199999999997,71067.5,107606.2
2026-06-22,72596.0,365362.5,0.0,0.0,0.0,0.0,8.0,571.8,334.0,39.6,4478.0,5.5,26386.0,2.5,146145,0.0,0.0,4574.4,13226.4,24629.0,65965.0,108394.8
2026-06-25,69388.0,350442.5,0.0,0.0,0.0,0.0,3.0,748.5,319.0,38.2,4234.0,5.3,25353.0,2.5,140177,0.0,0.0,2245.5,12185.800000000001,22440.2,63382.5,100254.0
2026-06-29,72069.0,365935.0,0.0,0.0,0.0,0.0,9.0,508.9,283.0,33.9,4721.0,4.9,27645.0,2.5,146374,0.0,0.0,4580.099999999999,9593.699999999999,23132.9,69112.5,106419.2
2026-07-02,72457.0,367267.5,0.0,0.0,0.0,0.0,9.0,434.1,353.0,31.2,4689.0,4.7,27120.0,2.5,146907,0.0,0.0,3906.9,11013.6,22038.3,67800.0,104758.8
2026-07-06,75896.0,382632.5,0.0,0.0,0.0,0.0,6.0,397.1,356.0,29.0,5238.0,4.1,29535.0,2.5,153053,0.0,0.0,2382.6000000000004,10324.0,21475.8,73837.5,108019.9
2026-07-09,72796.0,364875.0,0.0,0.0,0.0,0.0,4.0,493.4,314.0,33.9,4316.0,5.1,25431.0,2.5,145950,0.0,0.0,1973.6,10644.6,22011.6,63577.5,98207.3
2026-07-13,74762.0,375195.0,0.0,0.0,0.0,0.0,7.0,365.5,380.0,23.9,5110.0,3.8,28900.0,2.5,150078,0.0,0.0,2558.5,9082.0,19418.0,72250.0,103308.5
2026-07-16,71573.0,357945.0,0.0,0.0,0.0,0.0,6.0,680.5,309.0,34.9,4404.0,5.2,25717.0,2.5,143178,0.0,0.0,4083.0,10784.1,22900.8,64292.5,102060.4
2026-07-20,71411.0,356230.0,0.0,0.0,0.0,0.0,13.0,440.9,429.0,30.8,4995.0,4.5,26818.0,2.5,142492,0.0,0.0,5731.7,13213.2,22477.5,67045.0,108467.4
2026-07-23,66916.0,329220.0,0.0,0.0,0.0,0.0,10.0,441.1,295.0,33.7,4183.0,4.7,23895.0,2.5,131688,0.0,0.0,4411.0,9941.5,19660.100000000002,59737.5,93750.1
2026-07-27,72877.0,363907.5,0.0,0.0,0.0,0.0,7.0,425.9,333.0,30.0,4645.0,4.5,26449.0,2.5,145563,0.0,0.0,2981.2999999999997,9990.0,20902.5,66122.5,99996.3
2026-07-30,70983.0,353470.0,0.0,0.0,0.0,0.0,8.0,404.0,336.0,32.0,4540.0,5.0,25493.0,2.5,141388,0.0,0.0,3232.0,10752.0,22700.0,63732.5,100416.5
2026-08-03,73679.0,365930.0,0.0,0.0,0.0,0.0,11.0,473.9,304.0,31.6,4528.0,4.6,27007.0,2.5,146372,0.0,0.0,5212.9,9606.4,20828.8,67517.5,103165.6
2026-08-06,80216.0,401747.5,0.0,0.0,0.0,0.0,9.0,518.6,338.0,29.6,4957.0,4.6,29377.0,2.5,160699,0.0,0.0,4667.400000000001,10004.800000000001,22802.199999999997,73442.5,110916.9
2026-08-10,79328.0,398272.5,0.0,0.0,0.0,0.0,4.0,397.2,347.0,27.5,5256.0,4.0,29899.0,2.5,159309,0.0,0.0,1588.8,9542.5,21024.0,74747.5,106902.8
2026-08-13,74511.0,372275.0,0.0,0.0,0.0,0.0,16.0,364.5,423.0,31.6,5165.0,5.0,27027.0,2.5,148910,0.0,0.0,5832.0,13366.800000000001,25825.0,67567.5,112591.3
2026-08-17,73315.0,363880.0,0.0,0.0,1.0,120000.0,10.0,452.4,365.0,28.4,5251.0,4.3,27987.0,2.5,145552,0.0,120000.0,4524.0,10366.0,22579.3,69967.5,227436.8
2026-08-20,72706.0,360475.0,0.0,0.0,0.0,0.0,6.0,584.3,268.0,39.4,4391.0,5.2,26689.0,2.5,144190,0.0,0.0,3505.7999999999997,10559.199999999999,22833.2,66722.5,103620.7
2026-08-24,73420.0,367580.0,0.0,0.0,0.0,0.0,14.0,289.6,394.0,24.7,5258.0,4.0,28041.0,2.5,147032,0.0,0.0,4054.4000000000005,9731.8,21032.0,70102.5,104920.7
2026-08-27,71847.0,358685.0,0.0,0.0,0.0,0.0,6.0,670.0,311.0,43.6,4439.0,5.9,25624.0,2.5,143474,0.0,0.0,4020.0,13559.6,26190.100000000002,64060.0,107829.7
2026-08-31,75861.0,380600.0,0.0,0.0,0.0,0.0,9.0,602.4,240.0,42.0,4121.0,6.0,26120.0,2.5,152240,0.0,0.0,5421.599999999999,10080.0,24726.0,65300.0,105527.6
2026-09-03,72601.0,362985.0,0.0,0.0,0.0,0.0,11.0,381.8,398.0,28.0,4677.0,4.5,26681.0,2.5,145194,0.0,0.0,4199.8,11144.0,21046.5,66702.5,103092.8
2026-09-07,75186.0,375197.5,0.0,0.0,0.0,0.0,6.0,567.4,290.0,37.4,4435.0,5.1,27272.0,2.5,150079,0.0,0.0,3404.3999999999996,10846.0,22618.5,68180.0,105048.9
